wikidata_id,common_name,scientific_name,wikipedia_title,source_url,mass_kg,lifespan_yr,gestation_days,litter_size,max_speed_mph,conservation_status,pageviews_30d,image_url,image_file_page,image_license,image_attribution
Q717929,Setifer setosus,Setifer setosus,Greater hedgehog tenrec,https://en.wikipedia.org/wiki/Greater_hedgehog_tenrec,,,67.0,,,Least Concern,680,https://upload.wikimedia.org/wikipedia/commons/2/28/Greater_Hedgehog_Tenrec_%28Setifer_setosus%29_%289614561811%29.jpg,https://commons.wikimedia.org/wiki/File%3AGreater_Hedgehog_Tenrec_%28Setifer_setosus%29_%289614561811%29.jpg,CC BY-SA 2.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/65695019@N07"">Bernard DUPONT</a> from FRANCE / CC BY-SA 2.0"
Q107862543,Schneider’s marmoset,Mico schneideri,Schneider's marmoset,https://en.wikipedia.org/wiki/Schneider's_marmoset,,,,,,Endangered,143,https://upload.wikimedia.org/wikipedia/commons/0/0c/Casal_de_Sagui-de-schneider_Parana%C3%ADta_2021.jpg,https://commons.wikimedia.org/wiki/File%3ACasal_de_Sagui-de-schneider_Parana%C3%ADta_2021.jpg,CC BY 4.0,Diego Silva / CC BY 4.0
Q304185,Negros Shrew,Crocidura negrina,Negros shrew,https://en.wikipedia.org/wiki/Negros_shrew,,,,,,Endangered,81,https://upload.wikimedia.org/wikipedia/commons/4/45/Myosorex_varius.png,https://commons.wikimedia.org/wiki/File%3AMyosorex_varius.png,CC BY 2.0,A. Robers / CC BY 2.0
Q257432,Hoary fox,Lycalopex vetulus,Hoary fox,https://en.wikipedia.org/wiki/Hoary_fox,,,,,,Near Threatened,1305,https://upload.wikimedia.org/wikipedia/commons/2/2f/Lycalopex_vetulus_in_Bacury_Lodge%2C_Anhembi_5.jpg,https://commons.wikimedia.org/wiki/File%3ALycalopex_vetulus_in_Bacury_Lodge%2C_Anhembi_5.jpg,CC BY 4.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.inaturalist.org/people/swhitebread"">Steven Whitebread</a> / CC BY 4.0"
Q1414665,Brown palm civet,Paradoxurus jerdoni,Brown palm civet,https://en.wikipedia.org/wiki/Brown_palm_civet,,,,,,Least Concern,537,https://upload.wikimedia.org/wikipedia/commons/d/dd/Brownpalm_civet.jpg,https://commons.wikimedia.org/wiki/File%3ABrownpalm_civet.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/wiki/User:Davidvraju"" title=""User:Davidvraju"">Davidvraju</a> / CC BY-SA 4.0"
Q1768012,Greater Dwarf Shrew,Suncus lixus,Greater dwarf shrew,https://en.wikipedia.org/wiki/Greater_dwarf_shrew,,,,,,Least Concern,86,https://upload.wikimedia.org/wikipedia/commons/3/31/Suncus_lixus_dead.jpeg,https://commons.wikimedia.org/wiki/File%3ASuncus_lixus_dead.jpeg,CC BY 3.0,Simon J. Tonge / CC BY 3.0
Q305434,Mindanao Shrew,Crocidura beatus,Mindanao shrew,https://en.wikipedia.org/wiki/Mindanao_shrew,,,,,,Least Concern,64,https://upload.wikimedia.org/wikipedia/commons/2/2d/Common_Mindanao_shrew.jpg,https://commons.wikimedia.org/wiki/File%3ACommon_Mindanao_shrew.jpg,Public domain,"Unknown author<span style=""display: none;"">Unknown author</span> / Public domain"
Q3018463,Tokudaia tokunoshimensis,Tokudaia tokunoshimensis,Tokunoshima spiny rat,https://en.wikipedia.org/wiki/Tokunoshima_spiny_rat,,,,,,Endangered,200,https://upload.wikimedia.org/wikipedia/commons/3/39/Zyzomys_pedunculatus.jpg,https://commons.wikimedia.org/wiki/File%3AZyzomys_pedunculatus.jpg,CC BY-SA 2.0,Michael Barritt &amp; Karen May / CC BY-SA 2.0
Q209510,Lumholtz's tree-kangaroo,Dendrolagus lumholtzi,Lumholtz's tree-kangaroo,https://en.wikipedia.org/wiki/Lumholtz's_tree-kangaroo,,,,,,Near Threatened,1192,https://upload.wikimedia.org/wikipedia/commons/5/51/Lumholtz%27s_tree_kangaroo-03.JPG,https://commons.wikimedia.org/wiki/File%3ALumholtz%27s_tree_kangaroo-03.JPG,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/wiki/User:DiverDave"" title=""User:DiverDave"">DiverDave</a> / CC BY-SA 3.0"
Q1766677,Oligoryzomys nigripes,Oligoryzomys nigripes,Oligoryzomys nigripes,https://en.wikipedia.org/wiki/Oligoryzomys_nigripes,,,,,,Least Concern,46,https://upload.wikimedia.org/wikipedia/commons/b/b4/South_america_tr.jpg,https://commons.wikimedia.org/wiki/File%3ASouth_america_tr.jpg,Public domain,"Unknown author<span style=""display: none;"">Unknown author</span> / Public domain"
Q653650,Ateles fusciceps,Ateles fusciceps,Black-headed spider monkey,https://en.wikipedia.org/wiki/Black-headed_spider_monkey,,,,,,Endangered,1196,https://upload.wikimedia.org/wikipedia/commons/8/84/Ateles_fusciceps_Colombia.JPG,https://commons.wikimedia.org/wiki/File%3AAteles_fusciceps_Colombia.JPG,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/wiki/User:Petruss"" title=""User:Petruss"">Petruss</a> / CC BY-SA 3.0"
Q549826,Malayan porcupine,Hystrix brachyura,Malayan porcupine,https://en.wikipedia.org/wiki/Malayan_porcupine,,,,,,Least Concern,1121,https://upload.wikimedia.org/wikipedia/commons/5/54/Hystrix_brachyura%2C_Malayan_porcupine.jpg,https://commons.wikimedia.org/wiki/File%3AHystrix_brachyura%2C_Malayan_porcupine.jpg,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/wiki/User:Rushenb"" title=""User:Rushenb"">Rushenb</a> / CC BY-SA 3.0"
Q271705,Eudorcas thomsonii,Eudorcas thomsonii,Thomson's gazelle,https://en.wikipedia.org/wiki/Thomson's_gazelle,,,167.40625,,,Least Concern,9680,https://upload.wikimedia.org/wikipedia/commons/d/db/Gacela_de_Thomson_%28Eudorcas_thomsonii%29%2C_parque_nacional_de_Amboseli%2C_Kenia%2C_2024-05-23%2C_DD_11.jpg,https://commons.wikimedia.org/wiki/File%3AGacela_de_Thomson_%28Eudorcas_thomsonii%29%2C_parque_nacional_de_Amboseli%2C_Kenia%2C_2024-05-23%2C_DD_11.jpg,CC BY-SA 4.0,"<bdi><a href=""https://www.wikidata.org/wiki/Q28147777"" class=""extiw"" title=""d:Q28147777""><span title=""Spanish photographer"">Diego Delso</span></a></bdi> / CC BY-SA 4.0"
Q1831353,Tricolored Big-eared Bat,Glyphonycteris sylvestris,Tricolored big-eared bat,https://en.wikipedia.org/wiki/Tricolored_big-eared_bat,,,,,,Least Concern,73,https://upload.wikimedia.org/wikipedia/commons/f/fe/Glyphonycteris_sylvestris.jpg,https://commons.wikimedia.org/wiki/File%3AGlyphonycteris_sylvestris.jpg,CC BY 4.0,"Cardoso Cláudio V, Barbosa GP, Rassy FB, Rocha VJ, Moratelli R (2020) The bat fauna (Mammalia: Chiroptera) of Carlos Botelho State Park, Atlantic Forest of Southeastern Brazil, including new distribution records for the state of São Paulo. Zoologia 37: 1-32. <a rel=""nofollow"" class=""external free"" href=""https://doi.org/10.3897/zoologia.37.e36514"">https://doi.org/10.3897/zoologia.37.e36514</a> / CC BY 4.0"
Q269728,Sunda pangolin,Manis javanica,Sunda pangolin,https://en.wikipedia.org/wiki/Sunda_pangolin,,,,,,Critically Endangered,3802,https://upload.wikimedia.org/wikipedia/commons/4/42/Pangolin_borneo.jpg,https://commons.wikimedia.org/wiki/File%3APangolin_borneo.jpg,CC BY-SA 3.0,"<p><a href=""https://en.wikipedia.org/wiki/de:User:Piekfrosch"" class=""extiw"" title=""w:de:User:Piekfrosch"">Piekfrosch</a> at <a href=""https://en.wikipedia.org/wiki/de:"" class=""extiw"" title=""w:de:"">German Wikipedia</a><br>
</p>
(<span lang=""en"" dir=""ltr"">Original text: <i><bdi lang="""">Piekfrosch (Wikipedia-User)</bdi></i></span>) / CC BY-SA 3.0"
Q1831239,Bate's slit-faced bat,Nycteris arge,Bates's slit-faced bat,https://en.wikipedia.org/wiki/Bates's_slit-faced_bat,,,,,,Least Concern,39,https://upload.wikimedia.org/wikipedia/commons/1/15/Naturalis_Biodiversity_Center_-_RMNH.MAM.16366.b_ven_-_Nycteris_arge_-_skin.jpeg,https://commons.wikimedia.org/wiki/File%3ANaturalis_Biodiversity_Center_-_RMNH.MAM.16366.b_ven_-_Nycteris_arge_-_skin.jpeg,CC0,"<bdi><a href=""https://en.wikipedia.org/wiki/en:Naturalis_Biodiversity_Center"" class=""extiw"" title=""w:en:Naturalis Biodiversity Center""><span title=""natural history museum and research center in the Leiden, The Netherlands"">Naturalis Biodiversity Center</span></a>
</bdi> / CC0"
Q28173138,white-bellied pangolin,Phataginus tricuspis,White-bellied pangolin,https://en.wikipedia.org/wiki/White-bellied_pangolin,,,,,,Endangered,702,https://upload.wikimedia.org/wikipedia/commons/2/22/Tree_pangolin_%28Phataginus_tricuspis%29_Nyamebe_Bepo.jpg,https://commons.wikimedia.org/wiki/File%3ATree_pangolin_%28Phataginus_tricuspis%29_Nyamebe_Bepo.jpg,CC BY-SA 4.0,"<bdi><a href=""https://www.wikidata.org/wiki/Q54800218"" class=""extiw"" title=""d:Q54800218""><span title=""Scottish wildlife photographer"">Charles J. Sharp</span></a></bdi> / CC BY-SA 4.0"
Q1766162,Sri Lankan Shrew,Suncus fellowesgordoni,Sri Lankan shrew,https://en.wikipedia.org/wiki/Sri_Lankan_shrew,,,,,,Endangered,61,https://upload.wikimedia.org/wikipedia/commons/4/45/Myosorex_varius.png,https://commons.wikimedia.org/wiki/File%3AMyosorex_varius.png,CC BY 2.0,A. Robers / CC BY 2.0
Q751636,yellow baboon,Papio cynocephalus,Yellow baboon,https://en.wikipedia.org/wiki/Yellow_baboon,,,183.0,,,Least Concern,2264,https://upload.wikimedia.org/wikipedia/commons/d/de/Papio_cynocephalus02.jpg,https://commons.wikimedia.org/wiki/File%3APapio_cynocephalus02.jpg,Public domain,"No machine-readable author provided. <a href=""//commons.wikimedia.org/wiki/User:Esculapio"" class=""mw-redirect"" title=""User:Esculapio"">Esculapio</a> assumed (based on copyright claims). / Public domain"
Q43230,Cape Genet,Genetta tigrina,Cape genet,https://en.wikipedia.org/wiki/Cape_genet,,,77.0,,,Least Concern,848,https://upload.wikimedia.org/wikipedia/commons/3/37/Large-spotted_Genet_%28Genetta_tigrina%29_%2817356502041%29_%28crop%29.jpg,https://commons.wikimedia.org/wiki/File%3ALarge-spotted_Genet_%28Genetta_tigrina%29_%2817356502041%29_%28crop%29.jpg,CC BY-SA 2.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/65695019@N07"">Bernard Dupont</a> from FRANCE / CC BY-SA 2.0"
Q1769700,Tamá small-eared shrew,Cryptotis tamensis,Tamá small-eared shrew,https://en.wikipedia.org/wiki/Tam%C3%A1_small-eared_shrew,,,,,,Least Concern,39,https://upload.wikimedia.org/wikipedia/commons/f/fe/BairdShrew23.jpg,https://commons.wikimedia.org/wiki/File%3ABairdShrew23.jpg,Public domain,Public domain
Q1766236,Euroscaptor klossi,Euroscaptor klossi,Kloss's mole,https://en.wikipedia.org/wiki/Kloss's_mole,,,,,,Least Concern,80,https://upload.wikimedia.org/wikipedia/commons/0/0d/Kloss%27s_Mole_-_iNaturalist_photo_352335520.jpg,https://commons.wikimedia.org/wiki/File%3AKloss%27s_Mole_-_iNaturalist_photo_352335520.jpg,CC BY 4.0,"Wich’yanan L, some rights reserved (CC BY) / CC BY 4.0"
Q168903,aurochs,Bos primigenius,Aurochs,https://en.wikipedia.org/wiki/Aurochs,1500.0,,,,,extinct species,46132,https://upload.wikimedia.org/wikipedia/commons/5/55/Copenhagen_Aurochse.jpg,https://commons.wikimedia.org/wiki/File%3ACopenhagen_Aurochse.jpg,CC BY-SA 2.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/30669460@N06"">Marcus Sümnick</a> from Rostock, Germany / CC BY-SA 2.0"
Q838962,Agile Gibbon,Hylobates agilis,Agile gibbon,https://en.wikipedia.org/wiki/Agile_gibbon,,,,,,Endangered,916,https://upload.wikimedia.org/wikipedia/commons/4/4d/Agilegibbon.jpg,https://commons.wikimedia.org/wiki/File%3AAgilegibbon.jpg,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/wiki/User:Julielangford"" title=""User:Julielangford"">Julielangford</a> / CC BY-SA 3.0"
Q570548,Mydaus javanensis,Mydaus javanensis,Sunda stink badger,https://en.wikipedia.org/wiki/Sunda_stink_badger,,,,,,Least Concern,1189,https://upload.wikimedia.org/wikipedia/commons/6/6a/Mydaus_javanensis_lucifer_236799987.jpg,https://commons.wikimedia.org/wiki/File%3AMydaus_javanensis_lucifer_236799987.jpg,CC0,"<a rel=""nofollow"" class=""external text"" href=""https://www.inaturalist.org/users/2600261"">Thompson Hyggen</a> / CC0"
Q1768211,Mount Elgon Vlei Rat,Otomys jacksoni,Mount Elgon vlei rat,https://en.wikipedia.org/wiki/Mount_Elgon_vlei_rat,,,,,,Near Threatened,38,https://upload.wikimedia.org/wikipedia/commons/4/42/OtomysJacksoniSmit.jpg,https://commons.wikimedia.org/wiki/File%3AOtomysJacksoniSmit.jpg,Public domain,"<bdi><a href=""https://en.wikipedia.org/wiki/en:Joseph_Smit"" class=""extiw"" title=""w:en:Joseph Smit""><span title=""Dutch natural history illustrator (1836-1929)"">Joseph Smit</span></a></bdi> / Public domain"
Q902876,six-banded armadillo,Euphractus sexcinctus,Six-banded armadillo,https://en.wikipedia.org/wiki/Six-banded_armadillo,4.68,,62.0,2.0,,Least Concern,759,https://upload.wikimedia.org/wikipedia/commons/5/5b/Six-banded_armadillo_%28Euphractus_sexcinctus%29.JPG,https://commons.wikimedia.org/wiki/File%3ASix-banded_armadillo_%28Euphractus_sexcinctus%29.JPG,CC BY-SA 4.0,"<bdi><a href=""https://www.wikidata.org/wiki/Q54800218"" class=""extiw"" title=""d:Q54800218""><span title=""Scottish wildlife photographer"">Charles J. Sharp</span></a></bdi> / CC BY-SA 4.0"
Q307068,Helogale hirtula,Helogale hirtula,Ethiopian dwarf mongoose,https://en.wikipedia.org/wiki/Ethiopian_dwarf_mongoose,,,,,,Least Concern,248,https://upload.wikimedia.org/wikipedia/commons/c/c1/Helogale_hirtula_230649079.jpg,https://commons.wikimedia.org/wiki/File%3AHelogale_hirtula_230649079.jpg,CC BY-SA 4.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.inaturalist.org/users/577425"">Dan Harville</a> / CC BY-SA 4.0"
Q2044955,Murina huttoni,Murina huttoni,Hutton's tube-nosed bat,https://en.wikipedia.org/wiki/Hutton's_tube-nosed_bat,,,,,,Least Concern,40,https://upload.wikimedia.org/wikipedia/commons/5/59/Pipistrellus_flight2.jpg,https://commons.wikimedia.org/wiki/File%3APipistrellus_flight2.jpg,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Barracuda1983&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Barracuda1983 (page does not exist)"">Barracuda1983</a> / CC BY-SA 3.0"
Q688601,Greater Slow Loris,Nycticebus coucang,Sunda slow loris,https://en.wikipedia.org/wiki/Sunda_slow_loris,,,,,,Endangered,1534,https://upload.wikimedia.org/wikipedia/commons/2/2d/Nycticebus_coucang_004.jpg,https://commons.wikimedia.org/wiki/File%3ANycticebus_coucang_004.jpg,CC BY-SA 3.0,David Haring / Duke Lemur Center / CC BY-SA 3.0
Q1052830,Martes melampus,Martes melampus,Japanese marten,https://en.wikipedia.org/wiki/Japanese_marten,,,,,,Least Concern,1637,https://upload.wikimedia.org/wikipedia/commons/6/63/Inokashira_Park_Zoo_PC053197.jpg,https://commons.wikimedia.org/wiki/File%3AInokashira_Park_Zoo_PC053197.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Kestrel&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Kestrel (page does not exist)"">Kestrel</a> / CC BY-SA 4.0"
Q2927943,Natalus lanatus,Natalus lanatus,Natalus lanatus,https://en.wikipedia.org/wiki/Natalus_lanatus,,,,,,Least Concern,8,https://upload.wikimedia.org/wikipedia/commons/6/68/Natalus_mexicanus_skull.jpg,https://commons.wikimedia.org/wiki/File%3ANatalus_mexicanus_skull.jpg,Public domain,"Gerrit Smith Miller, Jr. / Public domain"
Q671813,Javanese shrew,Crocidura maxi,Javanese shrew,https://en.wikipedia.org/wiki/Javanese_shrew,,,,,,Least Concern,53,https://upload.wikimedia.org/wikipedia/commons/4/45/Myosorex_varius.png,https://commons.wikimedia.org/wiki/File%3AMyosorex_varius.png,CC BY 2.0,A. Robers / CC BY 2.0
Q465019,bharal,Pseudois nayaur,Bharal,https://en.wikipedia.org/wiki/Bharal,,,160.0,,,Least Concern,4274,https://upload.wikimedia.org/wikipedia/commons/f/fe/Bharal_-_Shreeram_M_V_-_Kibber%2C_Spiti_Valley%2C_Himachal_Pradesh%2C_India.jpg,https://commons.wikimedia.org/wiki/File%3ABharal_-_Shreeram_M_V_-_Kibber%2C_Spiti_Valley%2C_Himachal_Pradesh%2C_India.jpg,CC BY-SA 4.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Mvshreeram&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Mvshreeram (page does not exist)"">Mvshreeram</a> / CC BY-SA 4.0"
Q308774,Aselliscus tricuspidatus,Aselliscus tricuspidatus,Temminck's trident bat,https://en.wikipedia.org/wiki/Temminck's_trident_bat,,,,,,Least Concern,61,https://upload.wikimedia.org/wikipedia/commons/2/2d/Aselliscus_tricuspidatus.jpg,https://commons.wikimedia.org/wiki/File%3AAselliscus_tricuspidatus.jpg,Public domain,George Edward Dobson / Public domain
Q666850,Chinchilla chinchilla,Chinchilla chinchilla,Short-tailed chinchilla,https://en.wikipedia.org/wiki/Short-tailed_chinchilla,,,,,,Endangered,931,https://upload.wikimedia.org/wikipedia/commons/f/fe/Chinchilla_brevicaudata.jpg,https://commons.wikimedia.org/wiki/File%3AChinchilla_brevicaudata.jpg,Attribution,"Uploaded by Salix with consent of the author : Jaime E. Jimenez, Laboratorio de Ecología, Universidad de Los Lagos. CHILE <a rel=""nofollow"" class=""external autonumber"" href=""http://tronador.ulagos.cl/jjimenez/"">[1]</a>. / Attribution"
Q153433,yellow-cheeked gibbon,Nomascus gabriellae,Yellow-cheeked gibbon,https://en.wikipedia.org/wiki/Yellow-cheeked_gibbon,,,,,,Endangered,733,https://upload.wikimedia.org/wikipedia/commons/f/f1/Nomascus-gabriellae.jpg,https://commons.wikimedia.org/wiki/File%3ANomascus-gabriellae.jpg,CC BY-SA 3.0,"<a href=""https://en.wikipedia.org/wiki/User:Sancassania"" class=""extiw"" title=""wikipedia:User:Sancassania"">Sancassania</a> at <a href=""https://en.wikipedia.org/wiki/"" class=""extiw"" title=""wikipedia:"">English Wikipedia</a> / CC BY-SA 3.0"
Q3030198,wild Bactrian camel,Camelus ferus,Wild Bactrian camel,https://en.wikipedia.org/wiki/Wild_Bactrian_camel,,,395.6875,,,Endangered,8301,https://upload.wikimedia.org/wikipedia/commons/c/c0/Wild_Bactrian_camel_on_road_east_of_Yarkand.jpg,https://commons.wikimedia.org/wiki/File%3AWild_Bactrian_camel_on_road_east_of_Yarkand.jpg,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/wiki/User:John_Hill"" title=""User:John Hill"">John Hill</a> / CC BY-SA 3.0"
Q1769304,Jackson's shrew,Crocidura jacksoni,Jackson's shrew,https://en.wikipedia.org/wiki/Jackson's_shrew,,,,,,Least Concern,68,https://upload.wikimedia.org/wikipedia/commons/4/45/Myosorex_varius.png,https://commons.wikimedia.org/wiki/File%3AMyosorex_varius.png,CC BY 2.0,A. Robers / CC BY 2.0
Q210708,Plecotus auritus,Plecotus auritus,Brown long-eared bat,https://en.wikipedia.org/wiki/Brown_long-eared_bat,,,,,,Least Concern,1149,https://upload.wikimedia.org/wikipedia/commons/4/4e/Plecotus_auritus_2013-2_%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File%3APlecotus_auritus_2013-2_%28cropped%29.jpg,CC BY-SA 2.0,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/21345015@N06"">Fourrure</a> from France / CC BY-SA 2.0"
Q1763762,Cinderella shrew,Crocidura cinderella,Cinderella shrew,https://en.wikipedia.org/wiki/Cinderella_shrew,,,,,,Least Concern,67,https://upload.wikimedia.org/wikipedia/commons/4/45/Myosorex_varius.png,https://commons.wikimedia.org/wiki/File%3AMyosorex_varius.png,CC BY 2.0,A. Robers / CC BY 2.0
Q1761935,Taiwanese gray shrew,Crocidura tanakae,Taiwanese gray shrew,https://en.wikipedia.org/wiki/Taiwanese_gray_shrew,,,,,,Least Concern,38,https://upload.wikimedia.org/wikipedia/commons/1/14/Crocidura_tanakae.jpg,https://commons.wikimedia.org/wiki/File%3ACrocidura_tanakae.jpg,CC BY 4.0,Lawrence Hylton / CC BY 4.0
Q1833362,Western small-footed bat,Myotis ciliolabrum,Western small-footed bat,https://en.wikipedia.org/wiki/Western_small-footed_bat,,,,,,Least Concern,92,https://upload.wikimedia.org/wikipedia/commons/6/6f/Myotis_ciliolabrum.jpg,https://commons.wikimedia.org/wiki/File%3AMyotis_ciliolabrum.jpg,Public domain,NPS / Public domain
Q2245488,Thick-thumbed myotis,Myotis rosseti,Thick-thumbed myotis,https://en.wikipedia.org/wiki/Thick-thumbed_myotis,,,,,,Least Concern,14,https://upload.wikimedia.org/wikipedia/commons/5/59/Pipistrellus_flight2.jpg,https://commons.wikimedia.org/wiki/File%3APipistrellus_flight2.jpg,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Barracuda1983&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Barracuda1983 (page does not exist)"">Barracuda1983</a> / CC BY-SA 3.0"
Q305079,Dark long-tongued bat,Lichonycteris obscura,Dark long-tongued bat,https://en.wikipedia.org/wiki/Dark_long-tongued_bat,,,,,,Least Concern,71,https://upload.wikimedia.org/wikipedia/commons/2/26/Lichonycteris_obscurus.jpg,https://commons.wikimedia.org/wiki/File%3ALichonycteris_obscurus.jpg,Public domain,Daniel Giraud Elliot / Public domain
Q42901123,Petaurista mishmiensis,Petaurista mishmiensis,Mishmi giant flying squirrel,https://en.wikipedia.org/wiki/Mishmi_giant_flying_squirrel,,,,,,Near Threatened,62,https://upload.wikimedia.org/wikipedia/commons/1/12/Mishmi_Giant_Flying_Squirrel_%28Petaurista_mishmiensis%29.jpg,https://commons.wikimedia.org/wiki/File%3AMishmi_Giant_Flying_Squirrel_%28Petaurista_mishmiensis%29.jpg,CC BY 4.0,Hiranmoy Chetia / CC BY 4.0
Q572842,Tupaia javanica,Tupaia javanica,Horsfield's treeshrew,https://en.wikipedia.org/wiki/Horsfield's_treeshrew,,,,,,Least Concern,167,https://upload.wikimedia.org/wikipedia/commons/8/8b/Tupaia_javanica.jpg,https://commons.wikimedia.org/wiki/File%3ATupaia_javanica.jpg,CC BY-SA 3.0,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Roustam&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Roustam (page does not exist)"">Roustam</a> / CC BY-SA 3.0"
Q1763489,Meriones sacramenti,Meriones sacramenti,Buxton's jird,https://en.wikipedia.org/wiki/Buxton's_jird,,,,,,Vulnerable,101,https://upload.wikimedia.org/wikipedia/commons/5/55/Buxton%27s_Jird%2C_Israel_imported_from_iNaturalist_photo_250608296.jpg,https://commons.wikimedia.org/wiki/File%3ABuxton%27s_Jird%2C_Israel_imported_from_iNaturalist_photo_250608296.jpg,CC BY 4.0,"(c) Jan Ebr &amp; Ivana Ebrová, some rights reserved (CC BY) / CC BY 4.0"
